Unnamed: 0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR,Job_Level
161,EMP0000162,Dylan Dyer,IT,Software Engineer,2016-02-28T00:00:00.000Z,"Port Seth, Finland",2.0,9.0,Active,On-site,1110832.0,Manager
162,EMP0000163,Mr. Russell Palmer DDS,IT,Software Engineer,2019-02-01T00:00:00.000Z,"South Jimview, French Guiana",2.0,6.0,Resigned,Remote,1197783.0,Analyst
163,EMP0000164,Paul Ford,IT,Data Analyst,2016-05-20T00:00:00.000Z,"North Peggy, Lesotho",1.0,9.0,Active,On-site,1155952.0,Manager
164,EMP0000165,Michelle Martin DVM,IT,Software Engineer,2023-05-26T00:00:00.000Z,"North Tammy, Vietnam",5.0,2.0,Resigned,On-site,1515894.0,Specialist
165,EMP0000166,Susan Torres,HR,HR Executive,2016-03-30T00:00:00.000Z,"North Gregory, Samoa",3.0,9.0,Active,On-site,767144.0,Manager
166,EMP0000167,Jamie Graham,Operations,Supply Chain Manager,2017-01-17T00:00:00.000Z,"Lake Gregoryborough, Dominica",4.0,8.0,Active,Remote,872882.0,Analyst
167,EMP0000168,Lori Hill,Marketing,Brand Manager,2022-02-27T00:00:00.000Z,"North Steven, Costa Rica",5.0,3.0,Resigned,On-site,511948.0,Specialist
168,EMP0000169,Lori Choi,Sales,Sales Executive,2017-01-15T00:00:00.000Z,"North Michael, Portugal",3.0,8.0,Active,Remote,616410.0,Analyst
169,EMP0000170,Catherine Wong,Sales,Sales Executive,2023-06-08T00:00:00.000Z,"Port Ronaldville, Guinea",5.0,2.0,Active,On-site,541952.0,Specialist
170,EMP0000171,Rebecca Kemp,Operations,Supply Chain Manager,2020-10-01T00:00:00.000Z,"Byrdhaven, Sri Lanka",3.0,4.0,Resigned,On-site,632261.0,Analyst
171,EMP0000172,Tara Martinez,IT,IT Manager,2019-07-27T00:00:00.000Z,"Zacharymouth, Palestinian Territory",5.0,6.0,Active,On-site,2474037.0,Analyst
172,EMP0000173,Kathleen Edwards,Sales,Sales Director,2022-02-18T00:00:00.000Z,"Michaelland, Guinea",2.0,3.0,Active,On-site,953208.0,Executive
173,EMP0000174,Sean Evans,Finance,Finance Manager,2025-04-24T00:00:00.000Z,"Bondshire, Israel",3.0,0.0,Active,On-site,2380770.0,Specialist
174,EMP0000175,Isaiah Mejia,Marketing,Marketing Executive,2023-02-05T00:00:00.000Z,"North Gregoryton, Oman",1.0,2.0,Active,Remote,950620.0,Specialist
175,EMP0000176,Kenneth Taylor,IT,CTO,2025-03-29T00:00:00.000Z,"Colinville, British Indian Ocean Territory (Chagos Archipelago)",4.0,0.0,Active,On-site,526140.0,Executive
176,EMP0000177,Antonio Gonzalez,Sales,Account Manager,2017-02-08T00:00:00.000Z,"West Johnton, Seychelles",2.0,8.0,Active,On-site,852342.0,Analyst
177,EMP0000178,Tanner Mccormick,Marketing,Content Strategist,2015-12-28T00:00:00.000Z,"South Anthony, Tokelau",1.0,9.0,Active,On-site,994922.0,Manager
178,EMP0000179,Cassandra Rowland,Finance,Financial Analyst,2020-12-01T00:00:00.000Z,"Jennifertown, Palau",2.0,4.0,Active,Remote,844254.0,Analyst
179,EMP0000180,Cheyenne Hernandez,Operations,Operations Executive,2015-09-08T00:00:00.000Z,"East Kristyberg, Congo",1.0,9.0,Terminated,On-site,832592.0,Manager
180,EMP0000181,Frank Garcia,Finance,Finance Manager,2024-11-25T00:00:00.000Z,"Rosestad, Uzbekistan",1.0,0.0,Active,Remote,2244884.0,Specialist
181,EMP0000182,Jodi Hill,Operations,Operations Executive,2023-10-12T00:00:00.000Z,"East Thomasberg, Kyrgyz Republic",3.0,1.0,Active,Remote,1193816.0,Specialist
182,EMP0000183,Jason Bell,IT,Software Engineer,2011-09-07T00:00:00.000Z,"Ryanview, Denmark",5.0,13.0,Resigned,Remote,1434052.0,Principal
183,EMP0000184,Teresa Mills,IT,CTO,2024-03-24T00:00:00.000Z,"Moodyland, Syrian Arab Republic",3.0,1.0,Resigned,On-site,403320.0,Executive
184,EMP0000185,Bryan Sellers,Finance,Financial Analyst,2020-06-04T00:00:00.000Z,"Perrystad, Guadeloupe",2.0,5.0,Active,On-site,1314522.0,Analyst
185,EMP0000186,Anne Ramirez,Sales,Sales Director,2022-03-30T00:00:00.000Z,"Port Angela, Peru",2.0,3.0,Active,Remote,563772.0,Executive
186,EMP0000187,Kelly Robinson,Finance,Accountant,2025-01-19T00:00:00.000Z,"Dodsonview, Australia",5.0,0.0,Active,On-site,529192.0,Specialist
187,EMP0000188,Peter Harris,HR,HR Executive,2016-09-30T00:00:00.000Z,"Lake David, Moldova",2.0,8.0,Terminated,On-site,790535.0,Analyst
188,EMP0000189,Christopher Matthews,Sales,Sales Executive,2021-05-18T00:00:00.000Z,"New Paulton, Norfolk Island",3.0,4.0,Active,On-site,652681.0,Analyst
189,EMP0000190,Jeffrey Mullen,IT,Software Engineer,2015-12-09T00:00:00.000Z,"East Phillipburgh, Thailand",5.0,9.0,Active,On-site,1762025.0,Manager
190,EMP0000191,Alec Fox,Marketing,SEO Specialist,2013-04-27T00:00:00.000Z,"Lake Dean, Maldives",1.0,12.0,Active,Remote,422034.0,Principal
191,EMP0000192,Beverly Peterson,Operations,Operations Executive,2021-11-08T00:00:00.000Z,"Hawkinsfurt, Indonesia",2.0,3.0,Resigned,Remote,965645.0,Specialist
192,EMP0000193,Gregory Gomez,Marketing,Marketing Executive,2014-12-24T00:00:00.000Z,"West Jamesland, Namibia",5.0,10.0,Active,On-site,704458.0,Manager
193,EMP0000194,Rebecca Wright,Sales,Sales Executive,2019-04-20T00:00:00.000Z,"New Darin, Burundi",1.0,6.0,Active,Remote,751030.0,Analyst
194,EMP0000195,Joseph Ramos,IT,Software Engineer,2020-04-16T00:00:00.000Z,"Reedhaven, New Caledonia",1.0,5.0,Active,On-site,1372145.0,Analyst
195,EMP0000196,Phillip Perkins,R&D,Lab Technician,2020-04-29T00:00:00.000Z,"Smithmouth, Faroe Islands",4.0,5.0,Active,Remote,511906.0,Analyst
196,EMP0000197,Adam Lane,Operations,Operations Executive,2020-04-14T00:00:00.000Z,"East Stephenview, Nepal",4.0,5.0,Active,On-site,407565.0,Analyst
197,EMP0000198,Keith Jackson,IT,Software Engineer,2013-12-10T00:00:00.000Z,"Lake Hannah, Finland",3.0,11.0,Active,On-site,1492295.0,Manager
198,EMP0000199,Kyle Moore,IT,Software Engineer,2017-01-10T00:00:00.000Z,"Port David, New Zealand",1.0,8.0,Resigned,Remote,733357.0,Analyst
199,EMP0000200,Raymond Holloway,Operations,Supply Chain Manager,2019-03-23T00:00:00.000Z,"Davidburgh, Mexico",1.0,6.0,Active,Remote,953595.0,Analyst
200,EMP0000201,Christine Sosa,HR,HR Executive,2022-03-27T00:00:00.000Z,"North Michelebury, Turks and Caicos Islands",1.0,3.0,Active,Remote,756202.0,Specialist
201,EMP0000202,Paige Hayden,IT,Software Engineer,2025-03-10T00:00:00.000Z,"North Charlesfort, Chad",1.0,0.0,Active,On-site,1231567.0,Specialist
202,EMP0000203,Eric Mendoza,HR,Talent Acquisition Specialist,2015-08-24T00:00:00.000Z,"New John, Oman",1.0,9.0,Active,On-site,591822.0,Manager
203,EMP0000204,Donald Hawkins,HR,HR Executive,2021-04-14T00:00:00.000Z,"New Catherine, Iraq",3.0,4.0,Active,Remote,662559.0,Analyst
204,EMP0000205,Holly Harrington,IT,Software Engineer,2020-06-12T00:00:00.000Z,"Jeremytown, Wallis and Futuna",4.0,5.0,Resigned,On-site,646256.0,Analyst
205,EMP0000206,Hannah Baker,IT,Data Analyst,2023-10-18T00:00:00.000Z,"Bradleyton, French Guiana",3.0,1.0,Resigned,On-site,559033.0,Specialist
206,EMP0000207,Jason Jackson,IT,Software Engineer,2020-11-23T00:00:00.000Z,"Blackville, Kazakhstan",2.0,4.0,Active,On-site,1066166.0,Analyst
207,EMP0000208,Jose Baker,IT,IT Manager,2017-03-03T00:00:00.000Z,"East Austinville, Argentina",4.0,8.0,Resigned,Remote,2648462.0,Analyst
208,EMP0000209,Ryan Walker,Finance,Accountant,2013-01-06T00:00:00.000Z,"West Jessica, Peru",1.0,12.0,Resigned,Remote,501722.0,Principal
209,EMP0000210,Sara Miller,IT,Data Analyst,2014-09-13T00:00:00.000Z,"Lake Davidville, Namibia",3.0,10.0,Active,Remote,1177212.0,Manager
210,EMP0000211,Sara Rodriguez,IT,Data Analyst,2025-03-23T00:00:00.000Z,"Coltonburgh, Ireland",1.0,0.0,Active,Remote,924588.0,Specialist
211,EMP0000212,George Allen,R&D,Research Scientist,2023-06-19T00:00:00.000Z,"Juliechester, Ireland",2.0,2.0,Retired,On-site,878317.0,Specialist
212,EMP0000213,Brian Jefferson,Sales,Account Manager,2020-02-22T00:00:00.000Z,"New Thomas, Tunisia",2.0,5.0,Active,On-site,917524.0,Analyst
213,EMP0000214,Caleb Valencia,Sales,Business Development Manager,2021-02-01T00:00:00.000Z,"Chadhaven, Northern Mariana Islands",5.0,4.0,Active,On-site,1649214.0,Analyst
214,EMP0000215,Katherine Hull,Operations,Logistics Coordinator,2023-01-08T00:00:00.000Z,"Sarahberg, New Zealand",2.0,2.0,Active,Remote,585626.0,Specialist
215,EMP0000216,Melissa Turner,Sales,Sales Executive,2020-06-30T00:00:00.000Z,"Spencerview, Cayman Islands",1.0,5.0,Active,On-site,501656.0,Analyst
216,EMP0000217,Bruce Carroll,Marketing,Marketing Executive,2016-08-30T00:00:00.000Z,"New Laura, Colombia",4.0,8.0,Active,Remote,492463.0,Analyst
217,EMP0000218,Brandy Cisneros,Sales,Sales Director,2015-11-06T00:00:00.000Z,"Jamesburgh, Botswana",2.0,9.0,Active,On-site,1008572.0,Executive
218,EMP0000219,Laura Johnson,Operations,Operations Executive,2018-10-17T00:00:00.000Z,"Lake Robert, Bulgaria",3.0,6.0,Active,On-site,517213.0,Analyst
219,EMP0000220,Carl Bennett,Finance,Finance Manager,2013-06-14T00:00:00.000Z,"Johnshire, Western Sahara",3.0,12.0,Active,Remote,2312523.0,Principal
220,EMP0000221,Tracy Schultz,HR,HR Executive,2021-05-09T00:00:00.000Z,"Munozstad, Netherlands",3.0,4.0,Resigned,On-site,543511.0,Analyst
221,EMP0000222,Gregory Olson III,Operations,Operations Executive,2013-03-08T00:00:00.000Z,"East Bradleystad, Venezuela",1.0,12.0,Active,On-site,1050062.0,Principal
222,EMP0000223,Kelly Yates,Operations,Operations Executive,2017-09-03T00:00:00.000Z,"Alexandraville, Hungary",1.0,7.0,Active,On-site,1107214.0,Analyst
223,EMP0000224,Kathryn Martin,Marketing,Marketing Executive,2017-11-16T00:00:00.000Z,"East Luke, Korea",1.0,7.0,Active,On-site,590875.0,Analyst
224,EMP0000225,Seth Gonzalez,HR,HR Executive,2022-05-04T00:00:00.000Z,"East John, Saint Helena",2.0,3.0,Retired,Remote,563749.0,Specialist
225,EMP0000226,Steven Hicks,IT,Software Engineer,2023-04-03T00:00:00.000Z,"Matthewsmouth, Kyrgyz Republic",4.0,2.0,Active,Remote,912385.0,Specialist
226,EMP0000227,Christopher Underwood,IT,DevOps Engineer,2024-05-04T00:00:00.000Z,"West James, Singapore",3.0,1.0,Active,On-site,460327.0,Specialist
227,EMP0000228,Anne Collins,Finance,Financial Analyst,2019-12-15T00:00:00.000Z,"West Amyside, Guatemala",3.0,5.0,Active,On-site,1395393.0,Analyst
228,EMP0000229,Kevin Monroe,Sales,Account Manager,2023-06-05T00:00:00.000Z,"Port Robertmouth, Korea",4.0,2.0,Active,On-site,1107605.0,Specialist
229,EMP0000230,Christopher Williams,Sales,Sales Director,2021-03-13T00:00:00.000Z,"Kevinborough, Puerto Rico",1.0,4.0,Retired,Remote,760419.0,Executive
230,EMP0000231,Keith Chase,Sales,Sales Executive,2018-01-12T00:00:00.000Z,"Dianefort, Guinea-Bissau",2.0,7.0,Resigned,On-site,869170.0,Analyst
231,EMP0000232,Elizabeth Oliver,Finance,Accountant,2022-03-21T00:00:00.000Z,"West Katelynfort, El Salvador",4.0,3.0,Resigned,On-site,862897.0,Specialist
232,EMP0000233,Melissa Murphy,Sales,Sales Executive,2022-12-21T00:00:00.000Z,"West Kaylamouth, Christmas Island",2.0,2.0,Active,On-site,598035.0,Specialist
233,EMP0000234,Dustin Thomas,Marketing,Content Strategist,2022-06-30T00:00:00.000Z,"Mooremouth, Lesotho",1.0,3.0,Resigned,Remote,469944.0,Specialist
234,EMP0000235,Alyssa Evans,IT,Software Engineer,2023-07-19T00:00:00.000Z,"Clarkville, Korea",2.0,2.0,Resigned,On-site,1070885.0,Specialist
235,EMP0000236,Carrie Craig,HR,HR Executive,2022-11-22T00:00:00.000Z,"Justinhaven, Sweden",1.0,2.0,Active,Remote,705560.0,Specialist
236,EMP0000237,Sheila Young,HR,HR Manager,2022-03-12T00:00:00.000Z,"Timothyland, Central African Republic",1.0,3.0,Active,On-site,822899.0,Specialist
237,EMP0000238,James Davis,IT,Software Engineer,2019-10-07T00:00:00.000Z,"East Heather, Syrian Arab Republic",4.0,5.0,Active,On-site,1239120.0,Analyst
238,EMP0000239,Shelby Collins,Sales,Sales Executive,2018-12-10T00:00:00.000Z,"Lake Daniel, Cyprus",1.0,6.0,Active,On-site,896227.0,Analyst
239,EMP0000240,Sonya Rodgers,IT,Software Engineer,2016-08-04T00:00:00.000Z,"New Francis, Faroe Islands",2.0,9.0,Active,On-site,1730504.0,Manager
240,EMP0000241,Mackenzie Holden,Operations,Logistics Coordinator,2023-09-17T00:00:00.000Z,"Moyerview, New Caledonia",2.0,1.0,Active,On-site,675522.0,Specialist
241,EMP0000242,Ricardo Romero,R&D,Research Scientist,2019-01-19T00:00:00.000Z,"Rebeccamouth, Albania",4.0,6.0,Active,On-site,622318.0,Analyst
242,EMP0000243,Carolyn Turner,HR,HR Executive,2024-05-29T00:00:00.000Z,"South Veronicaborough, French Southern Territories",3.0,1.0,Active,On-site,583155.0,Specialist
243,EMP0000244,Heather Hayes,IT,IT Manager,2025-05-13T00:00:00.000Z,"East Johnbury, Mayotte",3.0,0.0,Active,On-site,2609857.0,Specialist
244,EMP0000245,Terrance Curtis,IT,Software Engineer,2019-02-27T00:00:00.000Z,"Jonathanview, Liechtenstein",5.0,6.0,Active,On-site,1774843.0,Analyst
245,EMP0000246,Christopher Stephens,IT,Software Engineer,2019-01-26T00:00:00.000Z,"North Jamesport, Netherlands",5.0,6.0,Active,Remote,765560.0,Analyst
246,EMP0000247,Charles Mack,IT,Software Engineer,2022-07-07T00:00:00.000Z,"Lake Malikview, French Southern Territories",1.0,3.0,Resigned,Remote,969847.0,Specialist
247,EMP0000248,William Shaffer,Sales,Business Development Manager,2015-07-31T00:00:00.000Z,"Dianafurt, Madagascar",5.0,10.0,Resigned,On-site,1147267.0,Manager
248,EMP0000249,Brandon Montes,Marketing,Content Strategist,2016-04-05T00:00:00.000Z,"Anthonymouth, Kiribati",4.0,9.0,Active,On-site,823191.0,Manager
249,EMP0000250,Jon Murphy,R&D,Product Developer,2017-03-12T00:00:00.000Z,"Colleenshire, Croatia",3.0,8.0,Resigned,Remote,543053.0,Analyst
250,EMP0000251,Tina Aguilar,R&D,Research Scientist,2015-11-09T00:00:00.000Z,"Leslieland, Papua New Guinea",3.0,9.0,Active,Remote,406394.0,Manager
251,EMP0000252,David Oliver,Marketing,Marketing Executive,2021-03-07T00:00:00.000Z,"Williamsmouth, Palestinian Territory",5.0,4.0,Active,Remote,539520.0,Analyst
252,EMP0000253,Charles Peters,Operations,Logistics Coordinator,2017-05-30T00:00:00.000Z,"South Rebecca, Luxembourg",3.0,8.0,Terminated,On-site,589290.0,Analyst
253,EMP0000254,Carmen Allen,Sales,Business Development Manager,2022-09-14T00:00:00.000Z,"Cunninghammouth, Guam",3.0,2.0,Active,On-site,1306520.0,Specialist
254,EMP0000255,Carrie Nguyen,Finance,Finance Manager,2012-03-13T00:00:00.000Z,"Lake Michelle, Latvia",1.0,13.0,Retired,On-site,2277178.0,Principal
255,EMP0000256,Lisa Lloyd,Sales,Account Manager,2015-09-10T00:00:00.000Z,"South Nicholas, Venezuela",3.0,9.0,Resigned,On-site,420787.0,Manager
256,EMP0000257,Daniel Hess,Operations,Logistics Coordinator,2017-05-16T00:00:00.000Z,"Dominiqueberg, Italy",2.0,8.0,Active,Remote,486337.0,Analyst
257,EMP0000258,Kevin Jordan,IT,Software Engineer,2023-09-27T00:00:00.000Z,"Elizabethshire, Egypt",1.0,1.0,Resigned,Remote,745435.0,Specialist
258,EMP0000259,Monique Mays DDS,Operations,Operations Executive,2018-03-10T00:00:00.000Z,"Ninaberg, Antarctica (the territory South of 60 deg S)",3.0,7.0,Active,On-site,962414.0,Analyst
259,EMP0000260,Anthony King,HR,HR Executive,2023-09-07T00:00:00.000Z,"Meganville, Slovakia (Slovak Republic)",4.0,1.0,Resigned,Remote,642716.0,Specialist
260,EMP0000261,James Steele,Finance,CFO,2019-08-04T00:00:00.000Z,"North Laurenland, Antigua and Barbuda",4.0,6.0,Active,On-site,1054006.0,Executive
261,EMP0000262,Eric Smith,Sales,Sales Executive,2012-07-22T00:00:00.000Z,"Rhodesfurt, Monaco",1.0,13.0,Active,On-site,666567.0,Principal
262,EMP0000263,Laura Young,Operations,Logistics Coordinator,2019-06-24T00:00:00.000Z,"West Madison, Armenia",2.0,6.0,Active,Remote,809698.0,Analyst
263,EMP0000264,Kathryn Estes,IT,DevOps Engineer,2017-05-29T00:00:00.000Z,"South Hannahton, Dominica",1.0,8.0,Active,On-site,827834.0,Analyst
264,EMP0000265,Matthew Allen,Sales,Sales Executive,2013-12-24T00:00:00.000Z,"South Andrewview, North Macedonia",3.0,11.0,Active,On-site,440546.0,Manager
265,EMP0000266,Jason Morris,Finance,Accountant,2018-05-27T00:00:00.000Z,"South Timothyfort, Kyrgyz Republic",3.0,7.0,Active,Remote,730667.0,Analyst
266,EMP0000267,Antonio Thomas,HR,Talent Acquisition Specialist,2024-02-26T00:00:00.000Z,"East Madeline, Pitcairn Islands",3.0,1.0,Resigned,Remote,1014523.0,Specialist
267,EMP0000268,Jacqueline Jones,IT,DevOps Engineer,2016-05-19T00:00:00.000Z,"Jasonville, Aruba",4.0,9.0,Active,On-site,531045.0,Manager
268,EMP0000269,Megan Parker,IT,CTO,2018-03-10T00:00:00.000Z,"Oliverborough, Finland",2.0,7.0,Active,On-site,673455.0,Executive
269,EMP0000270,John Hays,Operations,Operations Executive,2023-08-11T00:00:00.000Z,"Camposshire, Namibia",2.0,2.0,Active,On-site,1031849.0,Specialist
270,EMP0000271,Jennifer Allen,IT,Software Engineer,2018-05-23T00:00:00.000Z,"Lake Robinborough, United Kingdom",3.0,7.0,Resigned,On-site,1604150.0,Analyst
271,EMP0000272,Cody Roman,Finance,Accountant,2016-03-31T00:00:00.000Z,"Port Arthurfort, Tajikistan",2.0,9.0,Active,Remote,872291.0,Manager
272,EMP0000273,Mrs. Christina Jackson,IT,Data Analyst,2025-02-11T00:00:00.000Z,"Warnerbury, Equatorial Guinea",5.0,0.0,Active,On-site,1149127.0,Specialist
273,EMP0000274,Michael Anderson,Finance,Financial Analyst,2022-09-02T00:00:00.000Z,"Ariasstad, Tokelau",1.0,2.0,Active,On-site,1304771.0,Specialist
274,EMP0000275,Scott Edwards,Marketing,Marketing Executive,2012-08-24T00:00:00.000Z,"Brendatown, Rwanda",1.0,12.0,Resigned,On-site,411435.0,Principal
275,EMP0000276,Jeffrey Kline,IT,Software Engineer,2015-10-23T00:00:00.000Z,"Hernandezshire, Morocco",1.0,9.0,Active,On-site,1623945.0,Manager
276,EMP0000277,Michael Kidd,Sales,Business Development Manager,2018-03-14T00:00:00.000Z,"Port Kristenburgh, Germany",2.0,7.0,Terminated,On-site,1191561.0,Analyst
277,EMP0000278,Shawna Ochoa,R&D,Lab Technician,2017-08-12T00:00:00.000Z,"Sarabury, Anguilla",1.0,8.0,Active,Remote,675325.0,Analyst
278,EMP0000279,Dylan Howe,Marketing,Marketing Executive,2024-04-01T00:00:00.000Z,"East Robert, United States of America",4.0,1.0,Active,On-site,874427.0,Specialist
279,EMP0000280,Sarah Lee,Operations,Operations Executive,2024-08-22T00:00:00.000Z,"Jessicahaven, Moldova",4.0,0.0,Active,Remote,754880.0,Specialist
280,EMP0000281,Katie Kim,Sales,Sales Executive,2023-10-28T00:00:00.000Z,"Jenniferland, Puerto Rico",2.0,1.0,Retired,Remote,405227.0,Specialist
281,EMP0000282,Lisa Rogers,IT,Software Engineer,2021-11-16T00:00:00.000Z,"Dixonport, Ghana",2.0,3.0,Active,Remote,915679.0,Specialist
282,EMP0000283,Timothy Hughes,IT,Software Engineer,2020-08-16T00:00:00.000Z,"New Christina, Denmark",2.0,4.0,Active,Remote,953157.0,Analyst
283,EMP0000284,Laurie Jackson,IT,Software Engineer,2024-10-25T00:00:00.000Z,"Savannahport, Kazakhstan",1.0,0.0,Resigned,Remote,1618997.0,Specialist
284,EMP0000285,Matthew Scott,IT,Data Analyst,2023-05-09T00:00:00.000Z,"East Kennethview, Antarctica (the territory South of 60 deg S)",1.0,2.0,Active,On-site,688259.0,Specialist
285,EMP0000286,Mr. Thomas Mcgrath,Sales,Account Manager,2019-05-20T00:00:00.000Z,"Danielshire, Czech Republic",4.0,6.0,Active,On-site,807216.0,Analyst
286,EMP0000287,Brianna Case,Marketing,Marketing Executive,2020-01-16T00:00:00.000Z,"Amberfort, Saint Vincent and the Grenadines",1.0,5.0,Active,Remote,859806.0,Analyst
287,EMP0000288,Kenneth Rodriguez,HR,HR Executive,2025-07-19T00:00:00.000Z,"Garciatown, Singapore",3.0,0.0,Active,Remote,439991.0,Specialist
288,EMP0000289,Mary Miller,IT,Software Engineer,2023-12-12T00:00:00.000Z,"Jamesborough, Sudan",1.0,1.0,Active,Remote,1005851.0,Specialist
289,EMP0000290,Jacob Cooper,IT,DevOps Engineer,2010-09-10T00:00:00.000Z,"Gonzalezbury, Namibia",1.0,14.0,Active,Remote,641078.0,Principal
290,EMP0000291,Kathryn Kirk,IT,Software Engineer,2013-11-27T00:00:00.000Z,"Thomasport, Chad",3.0,11.0,Active,On-site,1138272.0,Manager
291,EMP0000292,Brendan Harris,IT,DevOps Engineer,2020-03-11T00:00:00.000Z,"Cynthiaside, Colombia",5.0,5.0,Active,Remote,624321.0,Analyst
292,EMP0000293,Victoria Smith,Sales,Account Manager,2023-11-14T00:00:00.000Z,"North Sean, Denmark",5.0,1.0,Resigned,Remote,720140.0,Specialist
293,EMP0000294,David Solis,Sales,Account Manager,2021-07-14T00:00:00.000Z,"Lake Alexandriahaven, Pitcairn Islands",5.0,4.0,Terminated,Remote,986454.0,Analyst
294,EMP0000295,Dr. Sheryl Harris,IT,Software Engineer,2015-10-27T00:00:00.000Z,"South Jennifer, Venezuela",1.0,9.0,Terminated,Remote,1047082.0,Manager
295,EMP0000296,William Peterson,IT,Data Analyst,2022-03-19T00:00:00.000Z,"Shermanhaven, Malawi",2.0,3.0,Active,Remote,968687.0,Specialist
296,EMP0000297,Jennifer Sexton,IT,Software Engineer,2022-08-29T00:00:00.000Z,"Port Heather, Peru",5.0,2.0,Active,Remote,1184297.0,Specialist
297,EMP0000298,Emily Whitaker,Marketing,Marketing Executive,2022-05-12T00:00:00.000Z,"Lake Amber, Taiwan",5.0,3.0,Active,On-site,516134.0,Specialist
298,EMP0000299,Debra Jacobs,Operations,Operations Executive,2011-05-07T00:00:00.000Z,"Floresside, Gabon",1.0,14.0,Active,On-site,1072516.0,Principal
299,EMP0000300,Tiffany Cannon,IT,DevOps Engineer,2025-03-05T00:00:00.000Z,"Rosefurt, Colombia",4.0,0.0,Active,On-site,992629.0,Specialist
300,EMP0000301,Gloria Hamilton,IT,Software Engineer,2022-06-11T00:00:00.000Z,"South Megantown, Belgium",5.0,3.0,Resigned,On-site,798891.0,Specialist
301,EMP0000302,Lori Jones,Sales,Sales Executive,2011-03-23T00:00:00.000Z,"South Shannonport, Hungary",2.0,14.0,Active,Remote,865242.0,Principal
302,EMP0000303,Joseph Banks,Operations,Logistics Coordinator,2022-12-01T00:00:00.000Z,"Davidsonville, Libyan Arab Jamahiriya",1.0,2.0,Active,Remote,735544.0,Specialist
303,EMP0000304,Phillip Wright,IT,Software Engineer,2014-10-15T00:00:00.000Z,"Lake Erica, Slovenia",1.0,10.0,Active,On-site,1780363.0,Manager
304,EMP0000305,Michele Zhang,Operations,Operations Executive,2016-12-15T00:00:00.000Z,"New Terrimouth, Lao People's Democratic Republic",2.0,8.0,Active,Remote,1081038.0,Analyst
305,EMP0000306,Tonya Perez,IT,Data Analyst,2020-04-24T00:00:00.000Z,"Bergchester, Tajikistan",5.0,5.0,Retired,On-site,798481.0,Analyst
